"region","htitem_id","title","author","date","rights","OCLC"
"northeast","uiuo.ark:/13960/t6p05166j","Home as found. ","Cooper James Fenimore 1789-1851.","1838-00-00","1","1424861"
"newengland","umn.31951000782327a","Drums along the Mohawk. ","Edmonds Walter D. 1903-1998.","1954-00-00","2","2157455"
"midwest","umn.31951000782829m","Out of the flame ","Lownsbery Eloise 1888-","1931-00-00","2","2057206"
"midwest","umn.319510007833518","Farmer boy / by Laura Ingalls Wilder ; illustrated by Helen Sewell ","Wilder Laura Ingalls 1867-1957.","1933-00-00","2","1526948"
"west","umn.319510007947915","Sajo and the beaver people ","Grey Owl 1888-1938.","1936-00-00","2","5222301"
"newengland","umn.31951000932628c","The boy spies of Philadelphia : the story of how the young spies helped the Continental Army at Valley Forge / by James Otis ","Otis James 1848-1912.","1897-00-00","1","23936839"
"newengland","umn.31951001630983f","Esther : a novel / by Henry Adams (Francis Snow Compton) with an introduction by Robert E. Spiller ","Adams Henry 1838-1918.","1938-00-00","1","487995"
"northeast","umn.31951001631493r","Ormond; ","Brown Charles Brockden 1771-1810.","1857-00-00","1","3403413"
"newengland","umn.31951001994268y","The coquette or The life and letters of Eliza Wharton : a novel / founded on fact by a lady of Massachusetts ","Foster Hannah Webster 1759-1840.","1828-00-00","1","62619726"
"northeast","umn.31951002024367l","In the Sargasso Sea : a novel / by Thomas A. Janvier ","Janvier Thomas A. 1849-1913.","1898-00-00","1","20359030"
"midwest","umn.31951002024926b","The law and the McLaughlins. ","Wilson Margaret 1882-1973.","1937-00-00","2","4342416"
"midwest","umn.319510020758680","Death from a top hat : a Merlini mystery. ","Rawson Clayton 1906-1971.","1938-00-00","2","1377046"
"south","umn.31951002080049j","Uncle Robin : in his cabin in Virginia and Tom without one in Boston. ","Page John W.","1853-00-00","1","21911819"
"northeast","umn.31951002083086y","Piccadilly Jim / illustrations by May Wilson Preston ","Wodehouse P. G. 1881-1975.","1917-00-00","1","644880"
"south","umn.31951002099783c","The flaming sword / by Thomas Dixon ; 30 full illustrations by Edward Shenton ","Dixon Thomas 1864-1946.","1939-00-00","2","2295930"
"northeast","umn.31951002101791s","Frank Freeman's barber shop : a tale / illustrated by Rush B. Hall ","Hall Baynard Rush 1798-1863.","1853-00-00","1","7231135"
"northeast","umn.31951002314608a","The confidence-man : his masquerade / by Herman Melville ","Melville Herman 1819-1891.","1857-00-00","1","1862021"
"northeast","umn.31951d01592424q","The good master / written and illustrated by Kate Seredy ","Seredy Kate.","1935-00-00","2","301952"
"northeast","umn.31951d01625204o","Captain Salt in Oz / by Ruth Plumly Thompson ; founded on and continuing the famous Oz stories by L. Frank Baum ... illustrated by John R. Neill ","Thompson Ruth Plumly 1893-1976.","1936-00-00","5","1815651"
"northeast","umn.31951p00806619k","Poison in jest / John Dickson Carr ","Carr John Dickson 1906-1977.","1965-00-00","2","10405960"
"northeast","uva.x000078365","Gladiator [by] Philip Wylie ","Wylie Philip 1902-1971.","1930-00-00","2","3703960"
"midwest","uva.x000084807","The footprints on the ceiling by Clayton Rawson ","Rawson Clayton 1906-1971.","1939-00-00","2","1377023"
"northeast","uva.x000094539","The eight of swords ","Carr John Dickson 1906-1977.","1934-00-00","2","2778751"
"northeast","uva.x000131043","Dwellers in the mirage by A. Merritt ","Merritt Abraham 1884-1943","1932-00-00","2","1929358"
"northeast","uva.x000150822","Tropic of Cancer / Henry Miller ","Miller Henry 1891-1980.","1977-00-00","2","3640055"
"northeast","uva.x000211129","The rise of David Levinsky : a novel / by Abraham Cahan ","Cahan Abraham 1860-1951.","1951-00-00","9","47341747603256"
"midwest","uva.x000273237","Magnificent obsession ","Douglas Lloyd C. 1877-1951.","1933-00-00","2","44913742"
"west","uva.x000276979","Lust for life; the novel of Vincent van Gogh by Irving Stone ","Stone Irving 1903-1989.","1934-00-00","2","7040218942970760"
"northeast","uva.x000310692","Remember the end. ","Turnbull Agnes Sligh 1888-1982","1938-00-00","2","185415"
"newengland","uva.x000361635","The trumpeter of Krakow : a tale of the fifteenth century / by Eric P. Kelly; illustrations made by Angela Pruszynska in Krakow ","Kelly Eric P. 1884-1960","1933-00-00","2","21191712"
"newengland","uva.x000362635","Unleavened bread a novel ","Grant Robert 1852-1940.","1900-00-00","1","477011537"
"midwest","uva.x000375027","Where there's a will : a Nero Wolfe mystery. ","Stout Rex 1886-1975.","1942-00-00","2","21186188"
"midwest","uva.x000386840","Mr. Popper's penguins / by Richard and Florence Atwater. Illustrated by Robert Lawson ","Atwater Richard.","1952-00-00","2","21097250"
"northeast","uva.x000389520","The Chinese orange mystery ","Queen Ellery.","1934-00-00","2","2281714"
"northeast","uva.x000391845","The devil to pay. ","Queen Ellery.","1938-00-00","2","16672791"
"newengland","uva.x000431632","Call it courage [by] Armstrong Sperry: illustrations by the author ","Sperry Armstrong 1897-1976","1940-00-00","2","225432"
"northeast","uva.x000442034","Durandal a crusader in the horde ","Lamb Harold 1892-1962.","1931-00-00","2","2935854"
"newengland","uva.x000442768","The left leg ","Taylor Phoebe Atwood 1909-1976.","1940-00-00","2","1389769"
"northeast","uva.x000450087","Jack Pumpkinhead of Oz / by Ruth Plumly Thompson ; founded on and continuing the famous Oz stories by L. Frank Baum ... ; illustrated by John R. Neill ","Thompson Ruth Plumly 1893-1976","1929-00-00","2","2113345"
"northeast","uva.x000467734","The white stag; written and illustrated by Kate Seredy ","Seredy Kate.","1937-00-00","2","225497"
"south","uva.x000507844","They shoot horses don't they? / By Horace McCoy ","McCoy Horace 1897-1955.","1935-00-00","2","6399694"
"northeast","uva.x000527299","Meggy MacIntosh ","Vining Elizabeth Gray 1902-1999","1930-00-00","2","1867153"
"midwest","uva.x000539173","The dark chamber ","Cline Leonard 1893-1929.","1927-00-00","2","6339904"
"northeast","uva.x000593755","The cowardly lion of Oz / by Ruth Plumly Thompson ; founded on and continuing the famous Oz stories by L. Frank Baum ... ; illustrated by John R. Neill ","Thompson Ruth Plumly 1893-1976.","1923-00-00","1","1665506"
"northeast","uva.x000672745","The Siamese twin mystery ","Queen Ellery.","1940-00-00","2","9317428"
"west","uva.x000778605","Caddie Woodlawn ","Brink Carol Ryrie 1895-1981.","1935-00-00","2","223943"
"northeast","uva.x000835612","The patchwork girl of Oz by L. Frank Baum. Illustrated by John R. Neill ","Baum L. Frank 1856-1919.","1913-00-00","9","1385384"
"northeast","uva.x000890006","The cabin and parlor; ","Peterson Charles J. 1819-1887.","1852-00-00","1","213516308"
"northeast","uva.x000890978","The mad hatter mystery / John Dickson Carr ","Carr John Dickson 1906-1977.","1984-00-00","2","10185339"
"northeast","uva.x000961129","Flaming youth [by] Warner Fabian pseud ","Adams Samuel Hopkins 1871-1958.","1924-00-00","2","2452737"
"northeast","uva.x001007721","Franklin Evans; or The inebriate. A tale of the times. With introduction by Emory Holloway ","Whitman Walt 1819-1892.","1929-00-00","9","1335046"
"west","uva.x001054125","Tortilla flat by John Steinbeck; with a foreword by the author; illustrated by Ruth Gannett ","Steinbeck John 1902-1968.","1940-00-00","2","289883"
"newengland","uva.x001084053","Fanshawe and other pieces. ","Hawthorne Nathaniel 1804-1864.","1876-00-00","1","1836086"
"northeast","uva.x001223047","The burning court / John Dickson Carr ","Carr John Dickson 1906-1977.","1985-00-00","2","13038871"
"midwest","uva.x001534191","Red gardenias. ","Latimer Jonathan.","1939-00-00","2","1234805"
"west","uva.x001584853","The legion of space. ","Williamson Jack 1908-2006","1947-00-00","2","1226653"
"midwest","uva.x001605048","The lady in the morgue / Jonathan Latimer ","Latimer Jonathan 1906-1983.","1988-00-00","2","6009554917261970"
"south","uva.x002014207","The story of the Grail and the passing of Arthur. ","Pyle Howard 1853-1911.","1910-00-00","1","3319662"
"south","uva.x002015843","In the Tennessee mountains; ","Murfree Mary Noailles 1850-1922.","1885-00-00","1","11123190"
"south","uva.x002059568","The land of the sky; ","Reid Christian 1846-1920.","1876-00-00","1","1410636"
"northeast","uva.x004176861","The third bullet and other stories [by] John Dickson Carr ","Carr John Dickson 1906-1977.","1954-00-00","2","2648948"
"northeast","uva.x004548149","The wreck of the Titan : or Futility. ","Robertson Morgan 1861-1915.","1929-00-00","9","21309854"
"newengland","uva.x030463049","The winged girl of Knossos / by Erick Berry ; with illustrations by the author ","Berry Erick 1892-1974","1934-00-00","2","18190417"
"west","uva.x030580544","Before Adam ","London Jack 1876-1916.","1906-00-00","1","6542652"
"northeast","uva.x030750917","Requiem a novel by A. E. Fisher ","Fisher A. E. 1902-","1933-00-00","2","3721369"
"northeast","uva.x030801420","The bitter tea of General Yen / by Grace Zaring Stone ; illustrated by Barbara Macfarlane ","Stone Grace Zaring 1891-1991.","1942-00-00","2","7419235"
"northeast","wu.89002441343","The magic of Oz / by L. Frank Baum ; illustrated by John R. Neill ","Baum L. Frank 1856-1919.","1919-00-00","1","7748894"
"midwest","wu.89005059373","The day of the dog / by George Barr McCutcheon ; with illustrations by Harrison Fisher and decorations by Margaret &amp; Helen Maitland Armstrong ","McCutcheon George Barr 1866-1928.","1904-00-00","1","7793953"
"newengland","wu.89007333735","The adventures of Danny Meadow Mouse / by Thornton W. Burgess ; with illustrations by Harrison Cady ","Burgess Thornton W. 1874-1965.","1919-00-00","1","19705996"
"west","wu.89052496528","Smoky the cowhorse / by Will James ","James Will 1892-1942.","1926-00-00","2","552604"
"midwest","wu.89075322529","New land a novel for boys and girls by Sarah Lindsay Schmidt; illustrated by Frank Dobias ","Schmidt Sarah Lindsay.","1933-00-00","1","4092380"
"south","wu.89098007586","A son of the Carolinas : a story of the hurricane upon The Sea Islands / by Elisabeth Carpenter Satterthwait ","Satterthwait Elisabeth Carpenter.","1898-00-00","1","1927621"
"northeast","wu.89098013949","Queen Silver-Bell. ","Burnett Frances Hodgson 1849-1924.","1906-00-00","1","13718601"
"newengland","wu.89098015142","Hobomok a tale of early times. By an American ... ","Child Lydia Maria 1802-1880.","1824-00-00","1","2915626"
"west","wu.89098878929","The flock / by Mary Austin ; illustrated by E. Boyd Smith ","Austin Mary Hunter 1868-1934.","1906-00-00","1","21735574"
"midwest","wu.89098985658","Gentle Julia / Booth Tarkington ","Tarkington Booth 1869-1946.","1922-00-00","1","12274502"
"newengland","wu.89099773699","A far country/ by Winston Churchill ... illustrated by Herman Pfeifer ","Churchill Winston 1871-1947.","1915-00-00","9","17538811"
"midwest","wu.89099774077","Tom Sawyer detective : and other stories / by Mark Twain ","Twain Mark 1835-1910.","1924-00-00","1","40343576"
"northeast","yul.12598968_000_00","The great Gatsby F. Scott Fitzgerald ; introd. by Lionel Trilling 1945","Fitzgerald F. Scott 1896-1940.","1945-00-00","2","1091681578"
"south","yul.12601669_000_00","The good earth by Pearl S. Buck ","Buck Pearl S. 1892-1973.","1931-00-00","2","1091695188"
